0.00	715.10	669.00	654.70	780.90	429.30	678.00	562.50	333.20	412.90	166.20	257.80	574.00	831.50	361.90	225.30	379.60	311.00	278.00	481.00	611.80	641.60	409.40	630.30	342.30	279.10	206.20	196.80	177.10	561.10	147.00
701.20	0.00	408.50	418.50	310.00	476.20	417.40	724.40	947.50	443.20	739.90	491.40	695.40	327.20	744.90	489.20	342.50	905.10	574.90	436.40	733.20	162.70	374.00	142.90	759.10	820.90	584.50	578.40	726.10	573.70	717.00
634.60	425.80	0.00	89.80	235.40	348.90	57.10	697.60	860.40	552.10	611.00	437.70	668.60	305.80	582.80	422.60	276.40	738.30	464.20	329.30	706.40	371.20	400.60	352.90	625.50	696.30	553.10	510.20	601.00	245.00	686.00
606.90	450.50	108.40	0.00	280.60	380.80	122.70	729.50	822.80	584.00	566.90	469.60	700.50	351.00	545.20	454.50	308.30	700.70	496.10	361.20	738.30	395.90	432.50	377.60	586.10	652.20	585.00	511.40	556.90	191.30	701.30
844.30	431.90	337.40	353.50	0.00	558.60	303.60	907.30	1120.00	687.70	858.00	647.40	878.30	155.00	854.90	632.30	486.10	1010.40	673.90	539.00	916.10	281.70	585.50	414.60	879.10	944.90	762.80	719.90	865.70	508.70	895.70
404.50	484.60	380.60	390.60	451.70	0.00	348.80	586.00	639.00	330.30	377.00	267.70	557.00	522.10	374.30	252.60	154.50	534.50	256.60	58.70	594.80	411.10	278.20	408.30	398.10	463.90	383.10	289.00	384.70	532.20	498.90
627.60	459.20	93.10	121.60	222.50	341.90	0.00	690.60	900.60	545.10	641.30	430.70	661.60	292.90	623.00	415.60	269.40	778.50	457.20	322.30	699.40	372.60	393.60	386.30	662.40	728.20	546.10	503.20	641.20	276.80	679.00
670.10	733.80	796.70	806.70	832.90	633.90	764.90	0.00	821.90	479.50	632.60	475.00	175.70	850.20	838.20	572.30	490.70	779.30	718.30	595.10	211.80	660.30	423.70	650.10	819.20	750.20	539.90	701.70	654.50	948.30	672.90
394.30	941.00	817.30	814.10	1010.40	638.10	836.20	747.10	0.00	638.80	316.50	544.90	758.60	1057.40	309.30	512.40	666.70	138.40	535.00	689.80	796.40	867.50	635.30	856.20	291.30	249.40	494.50	490.60	338.40	732.20	362.80
508.10	436.40	626.00	636.00	624.80	378.30	594.20	521.50	741.40	0.00	597.00	317.10	492.50	642.10	600.80	414.40	321.20	746.00	483.10	386.70	530.30	452.20	233.00	371.10	624.60	682.10	377.90	515.50	580.10	777.60	510.90
131.20	739.80	595.90	581.60	779.20	383.10	614.80	609.00	328.60	520.70	0.00	301.20	620.50	849.60	246.40	245.10	395.20	230.60	279.40	434.80	658.30	666.30	460.50	666.00	227.40	156.50	306.50	177.40	21.90	488.00	227.70
289.90	530.20	520.00	530.00	591.10	291.60	488.20	463.90	571.50	304.00	353.20	0.00	434.90	646.60	502.20	170.60	191.70	527.80	319.10	321.00	472.70	456.70	235.20	461.00	483.20	438.30	188.70	302.50	336.30	671.60	341.00
670.20	733.90	796.80	806.80	833.00	634.00	765.00	216.80	853.70	479.60	664.40	475.10	0.00	850.30	870.00	572.40	490.80	811.10	718.40	595.20	148.90	660.40	423.80	650.20	851.00	782.00	540.00	701.80	686.30	948.40	673.00
828.90	335.60	351.40	367.50	128.80	545.20	317.60	852.10	1075.20	627.70	844.60	619.10	823.10	0.00	841.90	616.90	470.20	998.10	660.50	525.60	860.90	189.60	525.50	387.20	865.70	931.50	712.20	706.10	852.30	518.80	844.70
379.10	775.50	562.10	558.90	755.20	397.80	581.00	833.60	277.60	602.70	263.50	539.70	845.10	825.60	0.00	393.70	465.10	197.90	294.70	449.50	882.90	753.30	598.30	680.70	94.30	181.00	545.00	267.70	285.40	477.00	469.10
247.30	500.20	490.00	500.00	561.10	263.10	458.20	512.10	529.20	366.90	297.40	181.30	483.10	616.60	378.00	0.00	163.20	485.10	194.90	291.00	520.90	426.70	215.40	441.20	359.00	382.50	186.60	178.30	280.50	577.20	298.70
365.70	365.00	334.60	344.60	405.70	148.80	302.80	442.70	647.60	297.20	404.40	168.80	413.70	476.10	442.60	153.70	0.00	581.70	234.00	135.60	451.50	291.50	145.70	327.40	423.60	485.40	284.20	242.90	390.60	486.20	417.10
297.00	938.70	713.60	710.40	906.70	563.20	732.50	694.40	190.50	636.50	204.10	481.70	705.90	977.10	204.30	449.20	584.60	0.00	460.10	614.90	743.70	865.20	633.00	846.10	177.70	135.80	430.10	378.90	226.00	619.80	331.50
227.30	555.40	527.80	537.80	598.90	235.90	496.00	623.10	514.80	440.80	233.40	267.80	594.10	669.30	271.60	121.80	193.20	410.70	0.00	287.60	631.90	481.90	326.40	517.80	252.60	318.70	273.10	71.90	219.60	470.80	296.10
451.20	459.10	367.30	377.30	438.40	116.20	335.50	536.60	692.50	374.70	430.50	254.30	507.60	508.80	427.80	239.20	115.40	588.00	281.60	0.00	545.40	385.60	239.60	421.50	451.60	517.40	369.70	327.60	438.20	518.90	502.60
649.30	713.00	775.90	785.90	812.10	613.10	744.10	197.80	868.90	458.70	679.60	454.20	136.10	829.40	880.60	551.50	469.90	826.30	697.50	574.30	0.00	639.50	402.90	629.30	861.60	797.20	519.10	680.90	701.50	927.50	652.10
639.30	166.80	345.00	355.00	172.90	414.30	353.90	662.50	885.60	438.10	678.00	429.50	633.50	189.90	712.10	427.30	280.60	855.30	513.00	374.50	671.30	0.00	335.90	197.60	697.20	759.00	522.60	516.50	664.20	510.20	655.10
370.70	390.70	461.40	471.40	497.60	298.60	429.60	387.30	610.40	162.90	434.00	154.10	358.30	514.90	566.10	251.40	155.40	608.60	383.00	259.80	396.10	325.00	0.00	295.90	547.10	519.10	247.40	366.40	417.10	613.00	379.90
652.50	172.10	347.60	357.60	337.10	438.60	356.50	668.90	892.00	367.00	671.40	435.90	639.90	369.10	668.70	451.60	304.90	828.90	537.30	398.80	677.70	179.20	297.80	0.00	692.50	758.30	529.00	540.80	679.10	512.80	661.50
294.70	803.50	598.00	594.80	791.10	430.90	616.90	755.80	287.70	635.80	183.60	462.80	767.30	861.50	88.10	315.00	452.30	179.60	327.80	482.60	805.10	730.00	530.40	713.80	0.00	112.10	468.10	240.10	205.50	504.20	389.10
296.70	847.10	640.60	637.40	833.70	472.90	659.50	748.50	303.30	677.80	176.30	466.70	760.00	904.10	132.10	352.40	494.30	195.20	369.80	524.60	797.80	773.60	567.80	755.80	104.70	0.00	472.00	284.00	198.20	546.80	385.70
