0.00	653.60	744.20	384.50	161.80	778.50	654.70	329.60	242.70	385.90	485.20	813.40	496.70	897.80	397.40	267.60	185.30	175.80	730.20	150.60	469.70	688.40	315.70	657.60	823.70	616.40	409.40	692.50	653.90	473.80	647.40	678.00	656.10	469.50	171.10	206.20	185.90	928.10	476.70	598.60	224.40	474.40	697.10	327.20	193.50	347.30	238.40	482.50	357.70	641.60	107.30
572.90	0.00	191.70	369.90	628.10	865.20	102.80	567.10	637.20	463.40	711.00	308.20	666.50	370.00	232.00	407.90	563.80	483.60	292.00	567.80	680.70	397.80	580.20	99.50	271.20	339.40	338.90	112.60	686.80	421.70	329.10	92.60	365.50	226.70	648.80	491.40	432.00	395.40	400.10	631.50	647.70	244.50	196.70	339.90	623.20	249.70	412.70	278.90	573.80	340.10	594.80
725.70	222.60	0.00	498.60	780.90	1018.00	238.60	719.90	790.00	542.80	863.80	147.50	819.30	209.30	384.80	544.30	716.60	636.40	167.70	720.60	833.50	334.70	733.00	167.50	79.50	303.00	467.60	280.70	839.60	492.10	276.20	188.70	302.40	379.50	801.60	644.20	584.80	234.70	535.40	784.30	800.50	397.30	143.80	492.70	776.00	402.50	565.50	431.70	726.60	215.80	747.60
398.40	370.30	424.10	0.00	487.10	644.10	436.50	498.90	510.40	176.00	489.90	461.90	646.10	546.30	211.60	164.90	427.30	342.60	378.70	418.30	639.00	336.90	485.00	374.30	503.60	266.00	51.50	445.20	465.70	148.40	295.90	394.70	304.60	158.40	507.80	274.90	270.70	576.60	646.00	410.40	520.90	203.60	345.60	179.40	497.50	231.20	249.70	181.80	524.50	290.10	389.70
181.40	710.10	814.90	492.80	0.00	794.80	665.60	261.80	162.30	494.20	501.50	921.70	435.60	993.20	454.90	375.90	225.60	232.70	838.50	123.80	401.90	796.70	247.90	728.30	894.40	724.50	517.70	703.40	670.20	582.10	755.70	698.80	764.40	495.70	20.70	314.50	291.30	1018.60	487.60	614.90	135.10	500.60	805.40	435.50	115.80	446.10	346.70	508.70	301.00	749.90	215.60
844.00	949.80	1003.60	608.10	801.20	0.00	1016.00	977.00	884.90	661.80	302.20	1041.40	1150.80	1125.80	789.70	639.70	889.00	896.10	958.20	836.00	1117.10	916.40	963.10	953.80	1083.10	845.50	633.00	1024.70	342.20	729.90	875.40	974.20	884.10	737.90	819.60	749.20	773.20	1156.10	1169.10	307.10	863.80	783.10	925.10	758.90	831.00	809.30	752.20	761.30	1016.20	869.60	864.50
606.90	117.30	243.90	463.50	608.40	958.80	0.00	572.80	617.50	557.00	804.60	360.40	669.30	422.20	325.60	501.50	556.60	519.90	347.80	528.50	653.00	444.20	558.90	163.70	323.40	385.80	432.50	135.40	780.40	515.30	384.90	122.70	411.90	320.30	629.10	585.00	525.60	447.60	343.20	725.10	626.70	338.10	252.50	433.50	603.50	343.30	506.30	372.50	566.70	395.90	688.40
344.30	623.70	750.90	588.40	234.40	1017.10	591.30	0.00	177.80	594.60	723.80	867.40	218.00	929.20	402.20	567.70	294.00	257.30	801.50	262.10	232.10	746.80	76.20	670.70	830.40	671.80	557.40	630.40	892.50	608.90	715.50	613.40	723.50	443.00	255.10	504.10	413.20	954.60	284.60	837.20	198.30	447.90	730.30	460.40	265.50	393.40	404.60	456.00	69.80	712.90	437.90
218.10	728.50	833.30	527.20	95.60	885.90	684.00	175.90	0.00	580.60	592.60	945.00	349.70	1011.60	473.30	462.30	244.00	251.10	861.80	142.20	316.00	817.90	162.00	746.70	912.80	742.90	552.10	721.80	761.30	649.00	779.00	717.20	787.70	514.10	116.30	393.40	307.80	1037.00	409.50	706.00	54.80	519.00	828.70	457.50	132.30	464.50	370.60	527.10	220.30	773.20	306.70
469.40	535.80	568.20	194.10	558.10	712.10	602.00	600.30	607.00	0.00	557.90	606.00	699.70	690.40	375.70	229.70	551.50	508.10	522.80	514.90	713.90	414.20	613.40	539.80	647.70	339.20	194.30	610.70	533.70	115.50	382.90	560.20	390.90	323.90	578.80	339.20	367.30	720.70	753.70	478.40	617.50	368.00	488.70	344.90	589.80	395.30	346.30	320.60	607.00	434.20	454.50
543.80	813.30	867.10	471.60	501.00	305.30	879.50	676.80	584.70	525.30	0.00	904.90	850.60	989.30	653.20	503.20	588.80	595.90	821.70	535.80	816.90	779.90	662.90	817.30	946.60	709.00	496.50	888.20	320.40	593.40	738.90	837.70	747.60	601.40	519.40	612.70	636.70	1019.60	868.90	265.10	563.60	646.60	788.60	622.40	530.80	672.80	615.70	624.80	716.00	733.10	578.00
811.20	323.50	166.80	538.80	881.80	1063.70	354.70	820.80	890.90	583.00	909.50	0.00	920.20	137.00	485.70	584.50	805.60	721.90	83.30	809.60	934.40	360.40	833.90	283.20	191.80	355.60	507.80	371.50	885.30	532.30	341.20	313.30	290.20	480.40	902.50	694.50	670.30	160.90	626.20	830.00	901.40	498.20	215.50	579.50	876.90	503.40	651.00	484.70	827.50	171.90	809.30
464.10	705.70	807.70	682.80	353.50	1143.80	673.30	218.40	294.50	640.10	850.50	924.20	0.00	986.00	447.70	662.10	413.80	377.10	892.40	382.80	36.90	792.30	233.50	721.10	887.20	717.30	651.80	717.20	999.40	654.40	761.00	695.40	769.00	488.50	370.00	601.60	508.70	1011.40	366.70	944.10	312.70	493.40	812.30	557.90	390.20	438.90	502.10	501.50	207.80	803.80	564.60
877.90	376.80	220.10	605.50	935.10	1130.40	416.50	874.10	944.20	649.70	976.20	99.50	973.50	0.00	539.00	651.20	870.80	788.60	150.00	874.80	987.70	423.90	887.20	336.50	217.70	422.30	574.50	434.90	952.00	599.00	407.90	366.60	353.70	533.70	955.80	761.20	737.00	76.80	689.60	896.70	954.70	551.50	282.20	646.20	930.20	556.70	717.70	551.40	880.80	238.60	876.00
397.30	313.90	404.50	264.00	460.90	759.00	380.10	393.90	470.00	357.50	604.80	521.00	499.30	582.80	0.00	243.30	385.50	308.60	477.00	389.50	513.50	435.20	407.00	317.90	484.00	415.90	233.00	388.80	580.60	325.20	394.20	338.30	402.90	128.20	481.60	326.80	256.40	608.20	545.70	525.30	480.50	148.00	410.30	175.30	456.00	65.20	237.10	180.40	400.60	388.40	419.20
326.80	445.30	508.00	116.90	415.50	597.10	511.50	551.50	479.40	118.30	442.90	545.80	696.80	630.20	275.80	0.00	423.90	388.20	462.60	387.30	691.60	420.80	537.60	449.30	587.50	348.80	141.80	520.20	418.70	206.20	379.80	469.70	388.50	234.40	413.30	196.60	239.70	660.50	698.60	363.40	478.10	279.40	429.50	245.00	447.20	295.40	218.70	265.70	575.20	374.00	277.80
94.50	597.90	688.50	405.60	173.60	873.00	586.00	258.70	180.80	459.00	579.70	762.60	428.00	847.00	341.70	340.70	0.00	81.60	679.40	88.70	398.80	637.60	244.80	601.90	768.00	596.90	385.00	623.80	694.80	481.90	596.60	619.20	605.30	395.00	194.30	271.80	186.20	877.30	408.00	639.50	191.30	399.90	646.30	277.20	167.90	291.60	190.40	408.00	289.00	590.80	201.80
167.60	558.80	649.40	409.40	208.30	896.50	526.70	201.60	206.00	489.00	603.20	723.50	370.60	807.90	296.60	385.00	120.40	0.00	640.30	124.40	341.70	598.50	187.70	562.80	728.90	566.20	378.40	564.50	726.00	475.30	557.50	559.90	566.20	337.40	229.00	316.10	217.10	838.20	348.70	670.70	214.50	342.30	607.20	270.60	203.60	254.50	216.60	350.40	231.60	551.70	274.90
727.90	316.10	167.80	455.50	808.10	980.40	329.40	771.30	811.20	499.70	826.20	83.20	883.30	167.60	462.80	501.20	722.30	638.60	0.00	726.30	897.50	277.10	758.60	275.80	196.10	272.30	424.50	343.70	802.00	449.00	257.90	316.20	206.90	402.80	828.80	611.20	587.00	197.90	600.90	746.70	819.70	441.80	135.10	496.20	803.20	482.40	567.70	401.40	778.00	88.60	726.00
115.00	590.80	707.20	424.10	120.10	822.80	546.30	221.30	127.30	477.50	529.50	802.80	395.10	885.50	347.20	359.20	101.80	108.90	719.60	0.00	361.40	677.80	207.40	620.60	786.70	616.80	425.20	584.10	698.20	522.10	636.80	579.50	645.50	388.00	140.80	290.30	204.70	910.90	368.30	642.90	137.80	392.90	686.50	317.40	114.40	329.60	229.60	401.00	252.90	631.00	222.10
466.10	709.20	829.10	704.20	346.30	1136.60	676.80	221.90	287.30	661.50	843.30	945.60	90.10	1007.40	469.10	683.50	415.80	380.00	911.10	379.40	0.00	813.70	237.00	742.50	908.60	738.70	673.20	720.70	1012.00	675.80	782.40	698.90	790.40	509.90	362.80	623.00	530.10	1032.80	370.20	956.70	305.50	514.80	815.80	579.30	383.00	460.30	523.50	522.90	211.30	825.20	557.40
